id,Joueur
1931bde9,Rajiv van La Parra
663603f9,Zeus de la Paz
d7558a5c,Roberto de la Rosa
e9241b40,Luca de la Torre
86bb3ac4,Salvatore La Vardera
0b4183f7,Fynn Laarmann
57fdfc19,Joss Labadie
bd4ad888,Luka Laban
e97a0a27,Camilla Labate
43675287,Stephanie Labbé
37630e3c,Luiz Labenz
c5496e1a,Jonah Laboard
f47b8689,Manon Labois
7cdda3bf,Gaëtan Laborde
74c18daf,Guillermo Labrador
46d8c010,Brandon Labrosse
208fc867,Nediljko Labrović
ebc56869,Zakaria Labyad
b6d86946,Zinédine Labyad
4f39805d,Leroy Labylle
2af1a4e8,Cloé Lacasse
9dbb75ca,Alexandre Lacazette
d028bfe9,Derik Lacerda
1f98259b,Alex Lacey
0ebec20b,Frederik Lach
4ad031fa,Darryl Lachman
8ee3cdec,Mathis Lachuer
eb0db257,Qazim Laçi
ad4864ba,Markus Lackner
295ba708,Tom Lacoux
5413ef36,Lenny Lacroix
5984e9f9,Léo Lacroix
277c49ed,Maxence Lacroix
da2b8db3,Freddie Ladapo
6ec349b4,Benjamin Lade
2914fac4,Tomáš Ladra
2214d70a,Brent Laes
3bf81c50,Kyle Lafferty
4e7db402,Alban Lafont
2990c3d4,Kevin Lafrance
1621da5b,Dušan Lagator
ae4869a8,Alyssa Lagonia
0966143b,Samir Lagsir
b7c99b9b,Víctor Laguardia
358f34bb,Martín Lagunes
f67592fa,Anissa Lahmari
07f73a4f,Jack Lahne
dd1ad0d4,Fionn Lahnstein
6ef752b5,Nabil Lahrache
c8546c72,Sami Lahssaini
1f8f8dda,Abdullah Laidani
f03e0dae,Ross Laidlaw
22798128,Aïssa Laïdouni
ebca82e8,Konstantinos Laifis
c1b7847c,Konrad Laimer
4aea5077,Stefan Lainer
bf12926c,Diego Lainez
9bf2c435,Mauro Laínez
90295964,Levi Laing
8b5e21c0,Rob Lainton
8267f8d4,Ethan Laird
ed6dc4ac,Marc Lais
3af9be51,Sonny Laiton
46f7ab4f,Ali Lajami
9b6a4bd9,Qassem Lajami
9f89b28b,Daniel Lajud
d8b7afc2,Gibran Lajud
74a2f070,Mark Lakatos
96f39853,Fagrie Lakay
2bb3402d,Lyle Lakay
17030ba0,Toshio Lake
68e73cc4,Toshio Lake
d6e36d76,Fynn-Luca Lakenmacher
47508c51,Ivan Lakićević
1396f3d4,Ognjen Lakičević
2ecb71d5,Charlie Lakin
543b9811,Lukasz Lakomy
24357c35,Maëlle Lakrar
76842c6b,Chathura Lakshan
363a74f2,Luka Lakvekheliani
770d7eb8,Kenny Lala
149209f7,Lalengmawia
99813635,Adam Lallana
2bf8eb11,Suan Lam Mang
e7fea51e,Thomas Lam
c5327bd3,Aashish Lama
4ad4ee35,Bikram Lama
91c41644,Suman Lama
e08ea3c8,Calum Lamb
d79e2c6d,Jean Lambert Evans
d81c072d,Boris lambert
c7439fdc,Gabrielle Lambert
8068645a,Stéphane Lambèse
13de4bec,Zakari Lambo
a9e58407,Demi Lambourne
25cba8a7,Thijs Lambrix
9b3457a8,Xander Lambrix
591477c9,Vassilis Lambropoulos
00f05731,Zarija Lambulić
051daa35,Max Lamby
3fad4064,Benjamin Lamce
656a96c6,Rúben Lameiras
abe66106,Érik Lamela
f69b3eab,Sven Lameyer
b337b045,Mattias Lamhauge
05e0f8c5,Ricki Lamie
1917e2c5,Mamadou Lamine Danfa
15e99107,Mohamed Lamine Diaby
cc4c5890,Mohamed Lamine Ouattara
8e6d2fcd,Senne Lammens
40dd798b,Jan Lammers
c283ddef,Sam Lammers
6ed98536,Carlos Lampe
f9508440,Kostas Lamprou
42e1ea60,Lazaros Lamprou
f4e433d4,Tariq Lamptey
2b389f20,Marc Lamti
fae0e3e3,Olly Lancashire
e0da32e0,Dmitri Landakov
c6c18f77,Haider Landázuri
2246d7c4,Iva Landeka
aa6e817a,Marlon Lander
6074f63c,Niklas Landgraf
ca4e9764,Denise Landmann
2210f0db,Elin Landström
6aa36fd4,Chardi Landu
b1061859,Paddy Lane
da3c5a62,Erik Lanfer
8614496d,Ádám Lang
8df5f70b,Callum Lang
8cd49575,Christoph Lang
864db10a,Michael Lang
c490c344,Niklas Lang
8e034340,Noa Lang
f8549c6d,Simon Lang
40a7b099,Tom Lang
72947847,Bruno Langa
418fada9,Anton Lange
3c845386,Felix Lange
519af02a,René Lange
2c69d525,Linus Langenbruch
7b462400,Matti Langer
d20f088b,Michael Langer
d2a184cc,Mitchell Langerak
644fa0b8,Tebogo Langerman
6efc2052,Lee Langeveldt
02147044,Julius Langfeld
4ded2418,Jacoba Langgaard
f174bac4,Jarmani Langlais
096d1e60,Daniel Langley
e46f5619,Alexander Langlitz
32cc0297,Elias Langner
09f3b386,Andrey Langovich
957cc0d7,Denis Laňka
633151fb,Jack Lankester
12ecb14e,Kevin Lankford
9a8b40ce,Christopher Lannert
de90009e,Imani Lanquedoc
fe8e6fa1,Henri Lansbury
82580379,Ilya Lantratov
7de27356,Davide Lanzafame
26f6dca8,Manuel Lanzini
2ead2809,Gianluca Lapadula
13f17c63,Tess Laplacette
119b9a8e,Aymeric Laporte
f066022d,Julien Laporte
8b5504e1,Loïc Lapoussin
12ce473a,Charles-Elie Laprevotte
a752321e,George Lapslie
168d5101,Tom Lapslie
5d8bea0d,Dzyanis Laptsew
e8bcafdd,Margrét Lára Viðarsdóttir
10382544,Sonný Lára Þráinsdóttir
f8c3bbb2,Emilio Lara
bd1babf1,Javi Lara
fed5f993,Danilo Larangeira
72bc4912,Andréa Lardez
d1437a4c,Karim Laribi
53685aa2,Ionuț Larie
1371ec55,Alexander Larín
e7af9060,Cyle Larin
cf7fb13a,Juan Larios
83ee4327,Ziyad Larkeche
0ed063d6,Yasser Larouci
0d690336,Larra
a4c8810b,Pablo Larrea
a09bc5e8,David Larrubia
bd379de3,Gorka Larruzea
2b3aa506,Selma Larsen Svendsen
d07de91d,Kasper Larsen
49fcd7b8,Nicolai Larsen
b49729cb,Gautier Larsonneur
8474cb83,Eric Larsson
72984eee,Jordan Larsson
a939c22e,Julian Larsson
eef59345,Mimmi Larsson
b26efc36,Seb Larsson
958aba30,Joseph Larweh Attamah
276fdbe4,Richie Laryea
2aa97663,Damian Las
09538fdb,Kevin Lasagna
450ab6fc,Jamaal Lascelles
c43c28ed,Justas Lasickas
ebac0ace,Bryan Lasme
db5eee48,Memel Lasme
c7a61f8a,Valentin Lässig
bd7b916c,Ariel Lassiter
d0c41b99,Jan Laštůvka
71c5d517,Radek Látal
92f8955f,Robin Lathouwers
a4183553,Joël Latibeaudière
ed252803,Rinor Latifi
6d4a2e6a,Mouaad Latiris
8e088e04,Toni Lato
c1ccd92e,Bárbara Latorre
bcad58fd,Rosario Latouchent
a2768a3a,Iasmin Latovlevici
5512ac17,Zu Latt Nadi
1c9cfad4,Emmanuel Latte Lath
f662a371,Tim Latteier
33b554b7,Danny Latza
be738efd,Lion Lauberbach
69956c40,Hayley Lauder
5cc9caa1,Frederik Lauenborg
9adfe8d2,Karolis Laukžemis
6a829019,Sandro Lauper
2c36f1dd,Lukas Laupheimer
2805bce9,Gaëtan Laura
256f3aa9,Laure
db365dd7,Charmaine Laurence
bd09ef1e,Cody Laurendi
29714e3f,Emelyne Laurent
f0068e0f,Josh Laurent
9d380c64,Ionuţ Laurenţiu Rădescu
07b0e179,Nicole Lauria
c5f6f7d9,Jesper Lauridsen
2d22cea7,Armand Lauriente
337206fe,Estelle Laurier
5a5c015e,Mads Lauritsen
8b929ec2,Rasmus Lauritsen
484fcf71,Nikolai Laursen
ce69cd83,Ryan Laursen
f6a7a981,Marin Lausic
93d12f99,Felix Lautenbacher
6df27ca6,Niko Lautwein
006d23cd,Barry Lauwers
50e73475,Dimitri Lavalée
4b2ad4b1,Numa Lavanchy
bf4fd8b8,Rose Lavaud
f5e30f6c,Sam Lavelle
58f204f3,Caolan Lavery
d333ffb9,Shayne Lavery
da9018ca,Neta Lavi
ecad9aa5,Roméo Lavia
9c0a65df,Corenthyn Lavie
666e283e,Marcos Lavín
6b3e4b53,Marcel Lavinier
814471bd,Claire Lavogez
30e65aa9,Romeé van de Lavoir
ea86cc55,Jason Law
c871fdb0,Ryan Law
4135892a,Steven Lawless
1be0d49b,Gemma Lawley
e71f79e2,Ian Lawlor
883268ff,Jake Lawlor
c219a715,Ashley Lawrence
4f1e22a0,Henry Lawrence
78af782c,James Lawrence
80be3efe,Kemar Lawrence
568d4d19,Nadia Lawrence
7e2f45f4,Tom Lawrence
f26e3c59,Diego Laxalt
6cf050c7,Kevin Layne
ad6295d4,Miguel Layún
957d41d2,Achraf Lazaar
d500c4d0,Mehdi Lazaar
a30c0db2,David Lazar
efeebe33,Aleksandra Lazarević
4cc0fb89,Paloma Lázaro
016ff750,Valentino Lazaro
93088fbb,Marko Lazetić
5128bde4,Darko Lazović
8e82abb7,Alessandro Lazzano
02caf6e0,Manuel Lazzari
f7d5735f,Clarisse Le Bihan
d512db65,Mickaël Le Bihan
f7ec5398,Jeanne Le Bras
afe39ca8,Théo Le Bris
547a72ad,Julien Le Cardinal
88c4d190,Jérémy Le Douaron
6f806d99,Enzo Le Fée
9533489c,Léa Le Garrec
2c162444,Patrik Le Giang
2321ea6e,Vincent Le Goff
937e27c5,Jade Le Guilly
3a229338,Florian Le Joncour
321a71a7,Maxime Le Marchand
f46aa87e,Margaux Le Mouël
9a64e67e,Robin Le Normand
2a0f1f1a,Théo Le Normand
beec6899,Manon Le Page
1139a223,Eugénie Le Sommer
8f4d116f,Damien Le Tallec
087316e6,Maya Le Tissier
7cf431a5,James Lea Siliki
65ff18af,Omani Leacock
8bc924e5,Thrizen Leader
6606e7de,Luke Leahy
e911f87c,Ryan Leak
30b520ad,Tom Leak
874a5031,Randall Leal
5f9970a0,Nicola Leali
de028fa3,Leândro
17aa2081,Renaldo Leaner
20730eae,Rafael Leão
966527eb,Anna Leat
f2350250,Antoine Léautey
cf21dc55,Kian Leavy
cd7bf522,Žan Leban
5bf26efc,Paolo Lebas
ca122e29,Adrien Lebeau
0a6e48eb,Tom Lebeau
7553b2d2,Orest Lebedenko
2b912add,Thabiso Lebitso
b18366a4,Keelan Lebon
0f0d05fd,Jordan Leborgne
7ac19436,Mosa Lebusa
edbe46dc,Jean-Louis Leca
3a429d88,Mihai Leca
d3434cb4,Luca Lechner
56dd5e10,Jan Lecjaks
b93b7882,Mathew Leckie
197038af,Quentin Lecoeuche
2fa2a875,Benjamin Lecomte
97f3a4d0,Raphaël Lecomte
dbdeb4b7,David Ledecký
f0e59e3a,Ben Lederman
6c4776b1,Jeremías Ledesma
a3354171,Michael Ledger
3c9c60c4,Michela Ledri
33a5c9b8,Ryan Ledson
1064e7cd,Seun Ledwaba
270f10a0,Jerry Lee Lutzmann
1ff7f2e3,Brylon Lee Petersen
77a07498,Daniel Lee
e5192234,Elliot Lee
87161c89,Harry Lee
3d0fca57,Kieran Lee
247e004a,Kion Lee
681971b6,Olly Lee
1c5c71a4,Roger Lee
44d9e5d0,Shinnaphat Leeaoh
66e43504,Clint Leemans
d304ebc5,Tlotlo Leepile
0df43081,Benjamin van Leer
d8b47705,Kelvin Leerdam
8c9aab00,Tom Lees
f5044e54,Pierre Lees-Melou
4ff1c40c,Michael de Leeuw
7560d7de,Thijs van Leeuwen
b7135640,Peter Leeuwenburgh
7dc7187e,Ramon Leeuwin
0cfff930,Aminath Leeza
f2977ef0,Gregoire Lefebvre
c3e4ecbb,Jordan Lefort
b7a09135,Marie-Charlotte Léger
af131214,Leon Legge
9b455217,David Legović
bd801cc1,Maelys Legrand
f5b114ca,Adam Legzdins
7be7f0ea,Frank Lehmann
c5bde7e7,Simon Lehner
a128c8a4,Ondřej Lehoczki
a504b183,Li Lei
e3fabb0a,Wu Lei
8b8dd5f2,Michal Leibl
f2571c91,Tim Leibold
8e0c4246,Lucas Leibrock
f88e1a80,Kyvon Leidsman
c3e92b99,Ari Leifsson
9684b64f,Greg Leigh
be26ecbe,Lewis Leigh
287509c9,Tommy Leigh
f89d91d9,Vegard Leikvoll Moberg
e9e48ebe,Leopold Leimeister
81b66ed2,Vanessa Leimenstoll
5edbabfa,Finn Leinberger
c125174e,Kristine Leine
a6c29c09,Tom Leinhos
89cccfb2,Jannis Leinweber
e4962254,Robert Leipertz
7004380a,Nik Leipold
d549cfce,Ferdinand Leis
d8b87439,Fabiano Leismann
364445b2,Toni Leistner
2d11b9fa,AJ Leitch-Smith
ce27f92b,Ana Cristina Oliveira Leite
f7c68686,Daniel Leite
c4987edc,Diogo Leite
e8918589,Helton Leite
2a6b9d0d,Luan Leite
614f69aa,Mario Leitgeb
c25b861e,David Leitl
2bc3bc5b,Andreas Leitner
9460aaed,Moritz Leitner
7e12a98d,Maxim Leitsch
f2b936c8,Janina Leitzig
4c78b5ed,Lucas Leiva
6eaed4eb,Florian Lejeune
3c115554,Romain Lejeune
6920cf93,Romane Lejeune
86e2cb08,Ryan Lejten
7d31f1cb,Tan Leka-Schmidt
b1f41aea,Wayde Lekay
366d0e90,Victor Lekhal
76b5cbbd,Jonathan Leko
2b688f3e,Nikola Leković
e9c6a435,Stojan Leković
59b7d823,Iñigo Lekue
d2c6b926,Petar Lela
731b58b9,Juanpe Lele
c8ecc3d9,Yannick Leliendal
fa7e8a83,Julian Lelieveld
993a4aa1,David Lelle
a5b03a01,Michael Lema
586ef3a3,Nicolas Lemaître
6d207bd8,Darko Lemajić
4dbd0916,Thomas Lemar
8ca9415f,Félix Lemaréchal
a2049852,Yannis Lembezat
0bdda685,Dexter Lembikisa
2b471f99,Mario Lemina
0c405c71,Miguel Lemke
66b3ed70,Jakob Lemmer
54d51e22,Fabien Lemoine
de4199ea,Gabriel Lemoine
70f1801b,Laurent Lemoine
6b76fdef,Connor Lemonheigh-Evans
cebfdc61,Pierre Lemonnier
ea5e472d,Charisa Lemoran
31d45cc8,Álvaro Lemos
dbe5a587,Mauricio Lemos
792ffa71,Tim Lemperle
cc3c88ec,Miguel Lemus
490146e0,Henry Len Eckhardt
b4ed6f5e,László Lencse
302faefb,Benjamin Leneis
4f28a6ff,Clément Lenglet
274deb82,Darragh Lenihan
5739dde6,Reinaldo Lenis
780ec14d,Ermir Lenjani
8efd88c8,Joe Lennard Löwe
2ff964a0,Aaron Lennon
d2b3963d,Harry Lennon
2628fd2b,Bernd Leno
1f5c95e9,Kurt Lentjies
5d7d863d,Phil Lenuweit
bbd86530,Christopher Lenz
c63af1f5,Elias Lenz
fe5ddabc,Bence Lenzsér
d16013d7,Daníel Leó Grétarsson
e68fbbc6,Adrian Leon Barišić
bea8d8b7,José León Bernal
15c7bfb7,Adriana Leon
398cceea,Armando León
51c83a90,Donovan Léon
06c2e67d,Luis de León
d66b9872,Pedro León
0a0cc13c,Sergio León
b8c665a1,Harry Leonard
bd8afa3d,Marc Leonard
fd45ca7b,Ryan Leonard
5c0150d3,Emmanuel Léonce Kouadio
ca67c0b6,Cristian Leone
d0609ed5,Carl Leonhard
2abfe336,Matheus Leoni
bc2c75a9,Tasos Leonidis
08a5b282,Enzo Leopold
2ba38347,Marin Leovac
750f5d91,Kacper Lepczyński
1e52971c,Johann Lepenant
44170130,Liis Lepik
370ae604,Ivan Lepinjica
67901273,Christophe Lepoint
2a6a0c37,Jannes Leptien
f9ea34e7,Nick Leptien
1b82f8df,Lukas Lerager
fb1cd5ba,Michael Lercher
7d3cbc67,Mehdi Léris
9b5ce51a,Jefferson Lerma
78e51d06,Alizée Leroy
1e7aea56,Benjamin Leroy
fcc84a07,Léo Leroy
5eaad139,Mateo Leš
383e68b1,Khanya Leshabela
65e63ed9,Igor Leshchuk
e801c78d,Zoran Lesjak
4ec73ed7,Josh Leslie-Smith
5348fe7c,Filip Lesniak
dd81f38d,Daniil Lesovoy
d82c6542,Thibaut Lesquoy
5b88d5c1,Abduh Lestaluhu
19f3b183,Manahati Lestusen
4a27412a,Jiří Letáček
e26b5b7c,Yannis Letard
96fcd380,Alexandre Letellier
ffc4150a,Kyle Letheren
139c2ea9,Bojan Letić
008d52c3,Letícia
3dd45b70,Gaetano Letizia
d6217334,Wandisile Letlabika
be9938ed,Timo Letschert
a3938c2a,Victor Letsoalo
8bbf262e,Solomon Letsoenyo
578ccd2d,Joshua Lett
74d0ff92,Romée Leuchter
6a2ce956,Mika Leue
a17ff7d6,Jayson Leutwiler
f034e83a,Leon Leuze
87b0bae2,Mikhail Levashov
40305f36,Marie Levasseur
7b579799,Kirstie Levell
063d4d11,Janou Levels
62f2a998,Venssa Levendi
d508ffa1,Sisqo Lever
f155d812,Maxime Leverbe
bc133ce6,Dante Leverock
cb432777,Johnny Leverón
8265e67e,Paul Levi Wagner
308e86dd,Maor Levi
b12d5243,Dylan Levitt
33b5dccd,Jakob Lewald
8d78e732,Robert Lewandowski
13fe7b69,Jamie Leweling
2dc5fc1c,Dean Lewington
d61c11b1,Aaron Lewis
accd672a,Adam Lewis
9bbcb926,Dennon Lewis
22a59b1d,Fernando Lewis
c35e99d8,Harry Lewis
efb9215a,Jamal Lewis
c42acd98,Joe Lewis
d45bc2f4,Joe Lewis
f25e587f,Marcel Lewis
140fb136,Paul Lewis
b57e066e,Rico Lewis
6658bd5b,Saydrel Lewis
dfa0d17b,Sonny Lewis
ad68acb3,Zeiko Lewis
41f08ac8,Keane Lewis-Potter
870e502a,Szymon Lewkot
1f99e423,Sebastian Lex
b39c06ed,Stefan Lex
29ef0f49,Aaron Leya Iseka
19b3caf7,Fedde Leysen
098525c6,Tobe Leysen
d4bb2b53,Dario Lezcano
c9c32262,Luca Lezzerini
7452c7a8,Ben Lhassine Kone
4b4184f9,Lim Li Xian
89148f14,Lai Li-chin
3427ebdd,Zhuo Li-ping
904420c6,Rostyslav Liakh
7dc50527,Angelos Liasos
7215f539,Adrian Liber
5560e858,André Filipe Rio Liberal
96c11e1a,Jarno Libert
02a1e446,Simon Libert
74f5e6d0,Rowan Liburd
e97692de,Emanuil Lichev
3947fa95,Igor Lichnovsky
1cc1608e,David Lichtensteiger
a484af3a,Lisa Lichtfus
35f18af0,Filip Lichý
afc691f2,Kian Licina
2218c1e3,Dean Lico
956c9b9e,Marlon Licona
2eeae3a7,Isac Lidberg
e006e9b2,Kelvin Liddie
64038cd5,Ben Liddle
6c3d5e53,Gary Liddle
1b21f77c,Mart Lieder
b1dae700,Bohdan Liedniev
5353cdd1,Femke Liefting
ae1d8581,Elmo Lieftink
1a41451b,Marta Lielause
f7691f63,Dimitri Liénard
c54ea7f0,Michael Liendl
302527b2,Philipp Lienhart
78e198e5,Elias Liesche Prieto
05219564,Yael Liesdek
39ff6a12,Ruben Ligeon
d6e53a3a,Matthijs de Ligt
57a46f3f,Isaac Lihadji
19d78c4b,Sandra Liir
bc768287,Armend Likaj
98af2c0d,Michael Lilander
a18a2820,Stefano Lilipaly
58463b57,Vigdís Lilja Kristjánsdóttir
f14d3785,Dustin Lill
b6940111,Josh Lillis
4920faa1,Heiðdís Lillýardóttir
ce774d96,Pablo Lima Martínez
59be3a74,Anderson Lima
951e190e,Fábio Virginio de Lima
e4f64f08,Ildefons Lima
0f52f925,Lucas Lima
a70b0a9f,Nuno Lima
bd9be778,Rúben Lima
574674bd,Tom Limberg
ccee698e,Anthony Limbombe
1b6c663e,Bryan Limbombe
30d86b48,Maxime Limbombe
73cae6d2,Stallone Limbombe
2b99da9e,Saru Limbu
62c7067a,Dimitris Limnios
03c55f66,Kyi Lin
e1028706,Zaw Lin
27504df8,Lincoln
4e014c3f,Alexander Lind Rasmussen
d2a83712,Victor Lind
4448ab2b,Paula Linda Liniņa
f5deef4c,Victor Lindelöf
fd6ddd5d,Nils Lindemann
bedec045,Sarai Linder
7fa5ecb2,Dominik Lindermeir
fa2a01b2,Margunn Lindholm
3f61136b,Jerrit Lindhorst
ead7c4cb,Hayden Lindley
0bfaa3b2,Heinz Lindner
6018b1b8,Mayke Lindner
e36e218a,Jamie Lindsay
30d47f6f,Liam Lindsay
37dc1a48,Jesper Lindstrøm
d10c76c1,Chris Lines
d023d70f,Karol Linetty
3cc22309,Sam Ling
810e3c74,Jesse Lingard
f99360b9,Lucas Lingman
66a7effe,Ondřej Lingr
36807c98,Allan Linguet
fd7452ee,Thato Lingwati
fbfa9358,Gift Links
e85715b7,Bobby Linn
072f1ccc,Oscar Linnér
0e100630,Martin Linnes
5de9ed5d,Zhang Linpeng
eb47aee1,Tim Linsbichler
0bf23a3f,Moritz Linse
9f7a8327,Denis Linsmayer
5700824a,Bryan Linssen
cd6717ce,Malachi Linton
e1d34988,Óscar Linton
5944ec47,Harvey Lintott
30232c3d,Jarno Lion
906612fb,Jordi Liongola
9654bc3a,Daniele Liotti
6053921c,Danil Lipovoy
53110ef3,Dennis Lippert
b9d6ad76,Laurenz Lippoldt
7f319f90,Patryk Lipski
7b2c24ed,Erik Lira
ff800ed8,Pol Lirola
6b372623,Adrian Lis
fd78b105,Mateusz Lis
49b45985,Vitaly Lisakovich
8e371868,David Lischka
8d25984d,Fabio Liserra
cc7c06c7,Christos Lisgaras
d2f25809,Francesco Lisi
30118df4,Mateo Lisica
24eb832f,Elliott List
78a5cb72,Leila Lister
a3695ac2,Marcin Listkowski
bfb14334,Alan Lithgow
f91aa71b,Lucien Littbarski
16e00e90,Robin Littig
eb4f3f6d,Armani Little
bef86627,Kim Little
4e1bad98,Ricky Little
342232da,Ruesha Littlejohn
0ceb43f6,Ruslan Litvinov
9d2a17ab,Vyacheslav Litvinov
6e5497ca,Marko Livaja
58f077c0,Dominik Livaković
1122b50e,Angelos Livas
b049f5f0,Anuerin Livermore
b98570d1,Jake Livermore
3855bcf1,Alessandro Livieri
4f3768f1,Jérémy Livolant
afed6722,Valentino Livramento
1363609d,Yang Liyu
f69e9eee,Raúl Lizoain
2648e18f,Adem Ljajić
5e42afa3,Ivan Ljubic
c455a2b2,Dejan Ljubicic
774b7f08,Marin Ljubicic
99a8ddc9,Robert Ljubicic
dbdeb514,Festim Ljuma
6f095aa4,Enric Llansana
73019c31,Sebastian Lletget
15f1b476,Pol Llonch
bba30585,Diego Llorente
02c15616,Marcos Llorente
8f62b6ee,Hugo Lloris
2873c05c,Max Llovera
c40d850b,Ben Lloyd
21123465,Danny Lloyd
0bcb6e61,George Lloyd
8a856610,Kieran Lloyd
9088ae6d,Miguel Lloyd
43259a80,J'Neil Lloyd-Bennett
47692488,Braian Lluy
d7553721,Giovani Lo Celso
ffdc5f70,Lorenzo Lo Russo
28efa226,Thimothee Lo Tutala
b3fa8488,Scott Loach
a952a529,Julen Lobete
8bc535f0,Lex Lobinger
e1cbb531,Stanislav Lobotka
8e88e3bf,Victor Lobry
84d6ce13,Saba Lobzhanidze
6cc47ae1,Jürgen Locadia
a8a874f1,Manuel Locatelli
73feebe3,Roberto Loch
c8ad0857,Luka Lochoshvili
b9228899,Sidney Lockhart
6bf7cabe,Banzouzi Locko
37118440,Tom Lockyer
33c69aa0,Robin Lod
37f341f0,Marius Lode
471c430a,Elias Löder
ed9f7cfe,Renan Lodi
59f0c185,Yuri Lodygin
ffcc4b1f,Nicolas Loebus
1c4590b8,Ryan Loft
d77911ce,Kyran Lofthouse
e97fd090,Ruben Loftus-Cheek
041f5eee,Pavlos Logaras
86693fc6,Diana Loghin
91538ba3,Yuriy Logvinenko
b5c3ab0b,Serhiy Lohinov
e337cc8f,Felix Lohkemper
2f7910ac,Jan Löhmannsröben
ede41595,Giuseppe Loiacono
6bca20fe,Enzo Loiodice
975eda74,Loizos Loizou
3da08a2e,Diamant Lokaj
276ba9cf,Kilian Lokembo
fad4d5e8,Jason Lokilo
248c483c,Kevin Lokko
d8963fcd,Lars Lokotsch
f0e6f0f4,Raël Lolala
56620e56,Alexandros Lolis
c5f13182,Joe Lolley
a75a81bd,Klaidi Lolos
d04a3588,Darwin Lom
41a59448,Ivan Lomaev
9321b8ed,Niklas Lomb
b43b81f1,David Lombán
8b193950,Teberius Lombard
39096933,Ilaria Lombardi
e063f5a2,Enzo Lombardo
87ce2b35,Hervé Lomboto
184ea16a,Emmanuel Lomotey
43b23d3a,Aleksandr Lomovitskiy
3450525c,Gaia Lonato
1df81c6d,Danijel Loncar
c51d679e,Goran Lončar
2d79e3e8,Stefan Lončar
816bdfdd,Stjepan Lončar
165cf989,Andy Lonergan
2b179a40,Adam Long
52c8b203,Chris Long
754e3f2d,George Long
89914e11,Hali Long
5a4280b1,Kevin Long
287fb669,Sam Long
54362ad7,Sam Long
ebfab2ea,Sean Long
9f472354,Shane Long
c0adc094,Tan Long
3cc648a0,Darryl Longdon
0d0fab47,David Longe-King
ea76b7e8,Emmanuel Longelo
b25ab409,Rosaire Longelo-Mbule
272d5f16,Aleksandru Longher
05638837,Kate Longhurst
9af7cc6d,Ryan Longman
4293a8ad,Miriam Longo
1163de29,Samuele Longo
e98dd5ef,Jackson Longridge
c0027d2d,Matthew Longstaff
a2b105e0,Sean Longstaff
ecc3a510,Brandon Lonsdale
2135f129,Keyennu Lont
9cf14be5,Justin Lonwijk
17be8dc3,Nigel Lonwijk
18be137f,Katrin Loo
27b44d5d,Tom van de Looi
5703f99c,Maartje Looijen
7c104bb7,Ademola Lookman
e880235f,Chiara Loos
5dbfd101,Noah Loosli
f00de885,Anthony Lopes
170835af,Bernardo Lopes
05d49ea4,Marcelo Lopes
8df5b30f,Rafael Lopes
0c54ef93,Ramon Lopes
faef0f92,Roberto Lopes
7c2965bb,Rony Lopes
0ff1e31d,Vasco Lopes
69ed2fcc,Luis López Fernández
16cb5073,Raúl López Gómez
86e3c315,Angel López Ramón
89a24cef,Alan López
f1887f53,Alejandro López
9a42af74,Alexander López
d02d04ea,Borja López
8f62d69f,Brian López
f03f284b,David López
73683fa9,Diego López
d88b5ba7,Diego López
c67b2119,Iago López
e9ada8cf,Javi López
2ec512be,Joel López
55f5779f,José López
fbc39139,José López
bb288dae,Julien López
f106b3bb,Krisean Lopez
f0f2ab49,Leonel López
a685f013,Lluis López
ccb491d0,Luis López
75937d17,Manuel López
9b3ab988,Marcos López
20094685,Maxime Lopez
8d2ee5e2,Nicolás López
a352472b,Óscar López
20b9f052,Pau López
2a8c9f98,Roberto López
939f02ec,Sergio López
88050721,Unai López
3ef54db3,Jakob Löpping
64c14d49,Dion Lopy
3886c982,Joseph Lopy
3236d969,Milad Nejad Haji Lor
ea83ea51,Jhilmar Lora
c524bb7d,Nik Lorbek
b4ccbf5a,Jeremias Lorch
e23683e5,Justo Lorente
30a86868,Márton Lorentz
be17725e,Kristian Lorenz
47dc103d,Leonardo Lorenz
630ad275,Luca Lorenz
4ce79d0f,Marc Lorenz
90aa4d4a,Noah Lorenz
435f829f,Simon Lorenz
1ab66afe,Nowend Lorenzo
5a952096,Pascal Loretz
d0342ca5,Giorgi Loria
9004f318,Samuel Loric
04a82b14,Vladimir Loroña
8b27176a,Vicky Losada
5d52e1dc,Florian Loshaj
07c7eb0c,Anthony Losilla
5691fcfe,Tomasz Loska
939bc634,Jonas Lössl
fc4cf6a7,Jordan Lotomba
b69fa6ee,Mitja Lotrič
27c90879,Irene Lotti
934a0957,Albert Lottin
b13a2b09,Adriel Loua
109f8da7,Jean Louchet
b6c20dbc,Liam Loughlin
d6501042,Jean Louis Blockus
a329b744,Batcheba Louis
03dfc0ac,Lenny Louis
a5f04eee,Dylan Louiserre
9af401e5,Mehdi Loune
48e13248,Lathasay Lounlasy
e8dd8ac7,Bruno Lourenço
a2496cc7,Lourency
e1df6989,Imran Louza
5fa57166,Matteo Lovato
f2d554e8,Finlay Lovatt
160599ed,Donald Love
98e316c5,Joanne Love
6d4d9e18,Vágner Love
2c006bdc,Rhys Lovett
1a2935f6,Dejan Lovren
0176f037,Gergő Lovrencsics
c75f91fe,Ivan Lovrić
ddb6be39,Kristijan Lovrić
966eea58,Sandi Lovrić
